time,regime,temperature_C,wind_speed_ms,illuminance_lux,precipitation_mm,elec_vmin,elec_vmax,elec_vavg,elec_line_loading_max,elec_line_loading_top1,elec_line_loading_top2,elec_line_loading_top3,elec_vmax_nonslack,elec_line_i_ka_max,elec_p_loss_mw,elec_soc_1,elec_soc_2,elec_soc_3,elec_soc_4,elec_soc_5,elec_any_violate,elec_violate_v,elec_violate_line,yhat_ess1_up,yhat_ess1_down,yhat_ess2_up,yhat_ess2_down,yhat_ess3_up,yhat_ess3_down,yhat_ess4_up,yhat_ess4_down,yhat_ess5_up,yhat_ess5_down,yhat_sop1_fwd,yhat_sop1_rev,yhat_sop2_fwd,yhat_sop2_rev,yhat_pv1,yhat_pv2,yhat_pv3,yhat_pv4,yhat_pv5,yhat_pv6,yhat_wt1,yhat_wt2,yhat_wt3,yhat_wt4,yhat_wt5,yhat_wt6
2024-07-10 20:00:00+08:00,heavy_rain,34.93,3.8,0,0.97,0.941471451,1,0.969262471,82.92571282,82.92571282,72.72118682,50.01036271,1,0.199021711,0.211606238,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-10 21:00:00+08:00,heavy_rain,33.48,4.4,0,0.74,0.942732065,1,0.970027368,81.91879882,81.91879882,71.8344652,49.33726911,1,0.196605117,0.207407612,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.125,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-10 22:00:00+08:00,heavy_rain,32.93,9.54,0,0.63,0.945482145,1,0.972053932,78.40642188,78.40642188,68.79865791,46.71660749,1,0.188175413,0.19214918,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0,1,0.375,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-10 23:00:00+08:00,heavy_rain,33.02,6.15,0,0.59,0.943360859,1,0.970445093,81.28508394,81.28508394,71.28233509,48.88619846,1,0.195084201,0.204683826,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.125,1,0.875,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-11 00:00:00+08:00,typhoon,30.67,30.92,0,0,0.954031045,1,0.97685759,73.32568512,73.32568512,64.38029506,43.6836147,1,0.175981644,0.174419099,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-11 01:00:00+08:00,typhoon,28.23,28.58,0,0,0.955866485,1,0.977968446,71.99170262,71.99170262,63.24673651,42.81940344,1,0.172780086,0.169746111,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-11 02:00:00+08:00,typhoon,29.78,29.62,0,2.32,0.954701268,1,0.977263203,72.83620995,72.83620995,63.96347275,43.3659784,1,0.174806904,0.172690113,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-11 03:00:00+08:00,typhoon,27.85,29.28,0,0,0.956151759,1,0.97814112,71.78622742,71.78622742,63.07282973,42.68670725,1,0.172286946,0.16903733,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-11 04:00:00+08:00,typhoon,27.32,29.16,0,0,0.956549386,1,0.978381808,71.50068686,71.50068686,62.83148103,42.50249982,1,0.171601648,0.168057272,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-11 05:00:00+08:00,typhoon,24.72,27.26,0,0,0.95828644,1,0.979433381,70.26533223,70.26533223,61.79182671,41.70829186,1,0.168636797,0.163883313,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-11 06:00:00+08:00,typhoon,26.23,26.94,2225,0,0.95527715,1,0.976348068,73.35540435,73.35540435,63.90235804,42.33770605,1,0.17605297,0.169192628,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-11 07:00:00+08:00,typhoon,24.29,25,8678,3.34,0.973560533,1,0.984289727,61.85370827,61.85370827,52.63838565,30.99006814,1,0.1484489,0.125973331,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-11 08:00:00+08:00,typhoon,24.52,25,6235,0,0.959359332,1,0.97654416,72.13023995,72.13023995,61.98022987,39.11458819,1,0.173112576,0.158434455,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-11 09:00:00+08:00,typhoon,23.68,25,7818,0,0.963824022,1,0.978362769,69.41985046,69.41985046,59.28926301,36.38329308,1,0.166607641,0.14816909,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-11 10:00:00+08:00,typhoon,25.35,25,9010,0,0.966437423,1,0.979435136,67.77721769,67.77721769,57.62847662,34.64136665,1,0.162665322,0.142482382,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-11 11:00:00+08:00,typhoon,25.91,25,9749,0,0.966861676,1,0.97991644,66.9905225,66.9905225,56.79861434,33.71038634,1,0.160777254,0.139904209,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-11 12:00:00+08:00,typhoon,26.52,25,10000,0,0.966648341,1,0.979827749,67.05112607,67.05112607,56.80508344,33.62081391,1,0.160922703,0.140035282,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-11 13:00:00+08:00,typhoon,27.89,25,19499,3.86,0.976410411,1,0.988930706,53.13878016,53.13878016,42.90477637,25.33414361,1,0.127533072,0.114736006,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-11 14:00:00+08:00,typhoon,29,25,9010,0,0.962944287,1,0.977263497,70.61953072,70.61953072,60.13444616,36.59817676,1,0.169486874,0.151382059,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-11 15:00:00+08:00,typhoon,30.77,25,7818,0,0.95793901,1,0.974895047,73.99274791,73.99274791,63.33939108,39.54782419,1,0.177582595,0.163411679,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-11 16:00:00+08:00,typhoon,30.2,25,12470,1.69,0.966440548,1,0.980273177,65.95814161,65.95814161,55.40031867,31.61598817,1,0.15829954,0.137044173,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.125,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-11 17:00:00+08:00,typhoon,30.54,25,4339,0,0.948575134,1,0.971119482,79.66092356,79.66092356,69.00044833,45.29955474,1,0.191186217,0.188554314,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,0.75,1,0.5,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-11 18:00:00+08:00,typhoon,32.2,25.36,4450,4.24,0.947251563,1,0.970269981,80.78361503,80.78361503,69.98197465,46.00616634,1,0.193880676,0.19281782,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.125,1,0.125,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-11 19:00:00+08:00,typhoon,33.39,25.82,0,0,0.93342853,1,0.964402804,89.41712231,89.41712231,78.49136121,54.36480589,1,0.214601094,0.240209667,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-11 20:00:00+08:00,typhoon,33.81,26.09,0,0,0.942426948,1,0.969839312,82.17266056,82.17266056,72.05740041,49.50909364,1,0.197214385,0.208469149,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.5,1,0.875,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-11 21:00:00+08:00,typhoon,33.43,28.98,0,2.43,0.942752168,1,0.970035894,81.91632735,81.91632735,71.83179368,49.33846362,1,0.196599186,0.207409098,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0,1,0.875,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-11 22:00:00+08:00,typhoon,30.8,29.2,0,2.16,0.944997433,1,0.971393244,80.1585204,80.1585204,70.28912165,48.17092073,1,0.192380449,0.200256818,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.25,1,0.25,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-11 23:00:00+08:00,typhoon,32.12,30.81,0,0,0.943871751,1,0.970712686,81.03717554,81.03717554,71.05925318,48.75395791,1,0.194489221,0.203806383,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0,1,0.25,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-12 00:00:00+08:00,typhoon,31.95,29.11,0,0,0.953065632,1,0.97627338,74.03537161,74.03537161,64.98638668,44.14519485,1,0.177684892,0.17695529,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0.25,0,0,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-12 01:00:00+08:00,typhoon,29.63,30.22,0,2.76,0.954814143,1,0.977331516,72.75403955,72.75403955,63.89359805,43.31271476,1,0.174609695,0.172401486,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-12 02:00:00+08:00,typhoon,28.44,30.49,0,4.03,0.955708767,1,0.977872983,72.10552108,72.10552108,63.34315072,42.89295733,1,0.173053251,0.170139994,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-12 03:00:00+08:00,typhoon,27.8,25.85,0,0,0.956189284,1,0.978163834,71.7592376,71.7592376,63.05000086,42.66928585,1,0.17222217,0.168944449,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-12 04:00:00+08:00,typhoon,26.53,25,0,0,0.957141521,1,0.978740252,71.07734657,71.07734657,62.47436516,42.22982339,1,0.170585632,0.166614779,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-12 05:00:00+08:00,typhoon,26.53,25,0,0,0.957141521,1,0.978740252,71.07734657,71.07734657,62.47436516,42.22982339,1,0.170585632,0.166614779,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-12 06:00:00+08:00,typhoon,25.17,25,2225,0,0.956189617,1,0.976896328,72.67278197,72.67278197,63.31312365,41.88624772,1,0.174414677,0.166796171,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-12 07:00:00+08:00,typhoon,26.2,25,4339,0,0.961260676,1,0.978790607,69.77613979,69.77613979,60.35994013,38.72543502,1,0.167462736,0.153287207,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-12 08:00:00+08:00,typhoon,25.24,25,6235,0,0.959089156,1,0.976389705,72.33359671,72.33359671,62.16134878,39.2596202,1,0.173600632,0.159137325,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-12 09:00:00+08:00,typhoon,24.39,25,7818,0,0.963761994,1,0.978337509,69.45753705,69.45753705,59.32666611,36.42127086,1,0.166698089,0.148303389,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-12 10:00:00+08:00,typhoon,25.69,25,18019,2.4,0.976673866,1,0.988792602,53.6705054,53.6705054,43.63750399,24.93749768,1,0.128809213,0.11341708,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-12 11:00:00+08:00,typhoon,26.95,25,19499,4.35,0.97722801,1,0.989512746,52.39371358,52.39371358,42.25811658,25.13863689,1,0.125744913,0.113480755,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-12 12:00:00+08:00,typhoon,26.25,25,10000,0,0.966876982,1,0.979988801,66.84169168,66.84169168,56.6210067,33.47653392,1,0.16042006,0.139416655,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-12 13:00:00+08:00,typhoon,27.57,25,9749,0,0.965456038,1,0.978926633,68.28109129,68.28109129,57.93436491,34.5997305,1,0.163874619,0.143785347,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-12 14:00:00+08:00,typhoon,26.54,25,9010,0,0.965422068,1,0.978728658,68.69517341,68.69517341,58.43512333,35.27147614,1,0.164868416,0.1452954,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-12 15:00:00+08:00,typhoon,30.81,25,15637,3.86,0.969558966,1,0.983208544,61.44435238,61.44435238,50.86638202,26.93111679,1,0.147466446,0.127087829,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-12 16:00:00+08:00,typhoon,30.03,25,6235,0,0.954349997,1,0.973569695,76.04916724,76.04916724,65.44747905,41.79922117,1,0.182518001,0.172237634,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-12 17:00:00+08:00,typhoon,29.87,25.79,4339,0,0.94923294,1,0.97151256,79.13539699,79.13539699,68.53278554,44.94107755,1,0.189924953,0.186501413,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,0.625,1,0.125,1,1,0,1,0.125,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-12 18:00:00+08:00,typhoon,30.53,28.44,2225,0,0.94259813,1,0.968682084,83.28992536,83.28992536,72.61599466,48.94800094,1,0.199895821,0.207404926,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.375,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-12 19:00:00+08:00,typhoon,32.22,28.63,0,0,0.934548696,1,0.965079285,88.50070995,88.50070995,77.6719529,53.74737076,1,0.212401704,0.236005287,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-12 20:00:00+08:00,typhoon,33.62,28.52,0,0,0.942589584,1,0.969937618,82.04442078,82.04442078,71.94451281,49.42371849,1,0.19690661,0.207938279,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.375,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-12 21:00:00+08:00,typhoon,32.62,29.63,0,0,0.943444716,1,0.970454532,81.37189698,81.37189698,71.35315677,48.97636688,1,0.195292553,0.205172031,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.375,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-12 22:00:00+08:00,typhoon,32.88,29.62,0,0,0.943222518,1,0.970320212,81.54635958,81.54635958,71.50645605,49.09235469,1,0.195711263,0.205886767,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0,1,0.625,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-12 23:00:00+08:00,typhoon,30.6,29.06,0,0,0.945167777,1,0.971496237,80.02603168,80.02603168,70.173174,48.08310942,1,0.192062476,0.199726037,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0,1,0.25,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-13 00:00:00+08:00,typhoon,29.38,25.15,0,0,0.955002215,1,0.977445342,72.61729893,72.61729893,63.77738305,43.22411673,1,0.174281517,0.171922217,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-13 01:00:00+08:00,typhoon,30.54,27.23,0,0,0.954128996,1,0.976916867,73.25398367,73.25398367,64.31917377,43.63704791,1,0.175809561,0.174164791,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-13 02:00:00+08:00,typhoon,28.95,26.86,0,0,0.955325542,1,0.977641032,72.38272205,72.38272205,63.57820651,43.07224137,1,0.173718533,0.171103061,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-13 03:00:00+08:00,typhoon,27.64,29.53,0,2.32,0.956309345,1,0.978236507,71.67294288,71.67294288,62.9770325,42.61359793,1,0.172015063,0.168647821,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-13 04:00:00+08:00,typhoon,27.83,29.86,0,0,0.956166769,1,0.978150206,71.77543019,71.77543019,63.06369668,42.67973761,1,0.172261032,0.169000167,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-13 05:00:00+08:00,typhoon,24.99,29.3,0,0,0.95828644,1,0.979433381,70.26533223,70.26533223,61.79182671,41.70829186,1,0.168636797,0.163883313,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-13 06:00:00+08:00,typhoon,24.85,30.77,2225,0,0.956339639,1,0.976985734,72.56154481,72.56154481,63.21697234,41.81198016,1,0.174147708,0.166405921,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-13 07:00:00+08:00,typhoon,25.98,27.86,4339,0,0.96145345,1,0.978905736,69.63338947,69.63338947,60.23696702,38.63048538,1,0.167120135,0.152822357,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-13 08:00:00+08:00,typhoon,26.32,26.59,6235,0,0.958024295,1,0.975755953,73.16040053,73.16040053,62.88942488,39.82274209,1,0.175584961,0.161971565,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.625,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-13 09:00:00+08:00,typhoon,24.87,27.81,7818,0,0.963720054,1,0.978320429,69.48301821,69.48301821,59.35195582,36.44694891,1,0.166759244,0.148394328,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-13 10:00:00+08:00,typhoon,26.67,27.63,9010,0,0.965291412,1,0.97865139,68.79597453,68.79597453,58.52386417,35.34078401,1,0.165110339,0.145607873,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-13 11:00:00+08:00,typhoon,25.13,25,9749,0,0.967520708,1,0.980380532,66.39001343,66.39001343,56.27200768,33.29793386,1,0.159336032,0.138138097,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-13 12:00:00+08:00,typhoon,26.88,25.06,10000,0,0.966343314,1,0.979612893,67.33107487,67.33107487,57.0513603,33.81383498,1,0.16159458,0.140866997,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-13 13:00:00+08:00,typhoon,27.31,25,9749,0,0.965676476,1,0.979081854,68.07784482,68.07784482,57.75515175,34.45942192,1,0.163386828,0.143166409,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-13 14:00:00+08:00,typhoon,27.21,25,9010,0,0.964748349,1,0.978330241,69.21576783,69.21576783,58.89376616,35.62965461,1,0.166117843,0.146916767,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-13 15:00:00+08:00,typhoon,30.23,25,7818,0,0.958481623,1,0.975216674,73.56352083,73.56352083,62.95764077,39.251422,1,0.17655245,0.161922949,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-13 16:00:00+08:00,typhoon,31.55,25,6235,0,0.952837243,1,0.972669813,77.25349677,77.25349677,66.51984183,42.62682004,1,0.185408392,0.176683329,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0,0,0,0,0,0.375,0,0,0,0,0,0
2024-07-13 17:00:00+08:00,typhoon,31.37,25,4339,0,0.94775909,1,0.970631884,80.31497227,80.31497227,69.58329557,45.74617592,1,0.192755933,0.191134851,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0.625,1,1,0.125,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-13 18:00:00+08:00,typhoon,32.03,25,2225,0,0.941143511,1,0.967808455,84.46511339,84.46511339,73.66418604,49.74481726,1,0.202716272,0.212378166,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-13 19:00:00+08:00,typhoon,33.79,25,0,0,0.933044997,1,0.964171203,89.73174793,89.73174793,78.77300833,54.57697532,1,0.215356195,0.241665716,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-13 20:00:00+08:00,typhoon,31.47,25,0,0,0.94442637,1,0.971047984,80.60359072,80.60359072,70.67896832,48.4661041,1,0.193448618,0.202048404,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.125,1,0.25,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-13 21:00:00+08:00,typhoon,31.24,25,0,0,0.944622477,1,0.971166547,80.45059205,80.45059205,70.54489436,48.36459684,1,0.193081421,0.201431041,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.25,1,0.625,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-13 22:00:00+08:00,typhoon,31.71,25,0,0,0.944221657,1,0.970924221,80.76347814,80.76347814,70.81914439,48.5722195,1,0.193832348,0.202695222,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.25,1,0.625,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-13 23:00:00+08:00,typhoon,30.62,26.22,0,0,0.945150745,1,0.971485939,80.0392729,80.0392729,70.18475994,48.09188425,1,0.192094255,0.199779032,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.125,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-14 00:00:00+08:00,typhoon,32.19,29.16,0,0,0.95288442,1,0.976163728,74.16917969,74.16917969,65.10088679,44.23235722,1,0.178006031,0.177437356,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0.375,0,0,0,0,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-14 01:00:00+08:00,typhoon,29.93,30.44,0,2.9,0.954588369,1,0.977194875,72.9184746,72.9184746,64.03345642,43.41932042,1,0.175004339,0.17297954,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-14 02:00:00+08:00,typhoon,28.09,28.75,0,0,0.955971604,1,0.978032073,71.91592886,71.91592886,63.18258195,42.77045511,1,0.172598229,0.169484388,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-14 03:00:00+08:00,typhoon,26.99,29.15,0,0,0.956796814,1,0.978531584,71.32351551,71.32351551,62.6819214,42.38831952,1,0.171176437,0.167452044,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-14 04:00:00+08:00,typhoon,29.53,30.68,0,1.8,0.95488938,1,0.977377051,72.69931175,72.69931175,63.84707557,43.2772493,1,0.174478348,0.172209512,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0
